paper_id,table_id,caption,row_count,column_count,title,doi,year,journal,source_json
002-Structural_change_of_Li2S-P2S5_sulfide_solid_electrolytes_in_the_atmosphere.repaired,table_candidate_4,peak gradually decreases and new peaks at 2560 and 3600cm^-1 are observed. Grzechnik et al. attributed the peak at 376cm^-1 to the motion of the Li sublattice in the Li_2S unit [13]. The peak at 3600cm^-1 is attributed to LiOH. Scheme 2 shows the structural change of the Li_2S crystal in air suggested by the Raman spectroscopy results. Li_2S was found to decompose to form LiOH and LiSH by reacting with H_2O molecules in air. LiSH was further hydrolyzed to form LiOH and H_2S . Figs. 2 and 3 reve...,3,2,Structural change of Li_2S-P_2S_5 sulfide solid electrolytes in the atmosphere,,2010,,信息提取结果/002-Structural_change_of_Li2S-P2S5_sulfide_solid_electrolytes_in_the_atmosphere.repaired/sse_extraction.json
002-Structural_change_of_Li2S-P2S5_sulfide_solid_electrolytes_in_the_atmosphere.repaired,table_candidate_5,peak gradually decreases and new peaks at 2560 and 3600cm^-1 are observed. Grzechnik et al. attributed the peak at 376cm^-1 to the motion of the Li sublattice in the Li_2S unit [13]. The peak at 3600cm^-1 is attributed to LiOH. Scheme 2 shows the structural change of the Li_2S crystal in air suggested by the Raman spectroscopy results. Li_2S was found to decompose to form LiOH and LiSH by reacting with H_2O molecules in air. LiSH was further hydrolyzed to form LiOH and H_2S . Figs. 2 and 3 reve...,3,2,Structural change of Li_2S-P_2S_5 sulfide solid electrolytes in the atmosphere,,2010,,信息提取结果/002-Structural_change_of_Li2S-P2S5_sulfide_solid_electrolytes_in_the_atmosphere.repaired/sse_extraction.json
002-Structural_change_of_Li2S-P2S5_sulfide_solid_electrolytes_in_the_atmosphere.repaired,table_candidate_6,peak gradually decreases and new peaks at 2560 and 3600cm^-1 are observed. Grzechnik et al. attributed the peak at 376cm^-1 to the motion of the Li sublattice in the Li_2S unit [13]. The peak at 3600cm^-1 is attributed to LiOH. Scheme 2 shows the structural change of the Li_2S crystal in air suggested by the Raman spectroscopy results. Li_2S was found to decompose to form LiOH and LiSH by reacting with H_2O molecules in air. LiSH was further hydrolyzed to form LiOH and H_2S . Figs. 2 and 3 reve...,4,3,Structural change of Li_2S-P_2S_5 sulfide solid electrolytes in the atmosphere,,2010,,信息提取结果/002-Structural_change_of_Li2S-P2S5_sulfide_solid_electrolytes_in_the_atmosphere.repaired/sse_extraction.json
002-Structural_change_of_Li2S-P2S5_sulfide_solid_electrolytes_in_the_atmosphere.repaired,table_candidate_7,,10,2,Structural change of Li_2S-P_2S_5 sulfide solid electrolytes in the atmosphere,,2010,,信息提取结果/002-Structural_change_of_Li2S-P2S5_sulfide_solid_electrolytes_in_the_atmosphere.repaired/sse_extraction.json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte,table_1,Table 1 Independent resistive components analyzed using an equivalent circuit.,4,4,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte/sse_extraction.json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte,table_2,Table 2 Resistances after 100 cycles for LZO coated and non-treated (bare) NCA and the ratio in comparison with the initial values (given in Table 1).,2,7,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte/sse_extraction.json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte,table_candidate_1,Fig. 4. XRD patterns for the bare and the LZO coated NCA with different amounts of coating. The right figure shows an extended scale within 15-45° for the 1.5 mol% LZO coated NCA (region (A) in the left side figure).,5,2,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte/sse_extraction.json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte,table_candidate_2,Table 2,7,13,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte/sse_extraction.json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte,table_candidate_3,Table 2,2,3,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte/sse_extraction.json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte,table_candidate_4,"<table><tr><td rowspan=""2""></td><td colspan=""3"">Bare NCA</td><td colspan=""3"">0.5 mol% LZO</td></tr><tr><td> R_b </td><td> R_ct1 </td><td> R_ct2 </td><td> R_b </td><td> R_ct1 </td><td> R_ct2 </td></tr><tr><td> R_x at 100 cycles/Ω</td><td>71.5</td><td>321</td><td>1419</td><td>82.5</td><td>125</td><td>232</td></tr><tr><td>Ratio (100th/init.)</td><td>1.03</td><td>3.06</td><td>5.74</td><td>1.04</td><td>2.98</td><td>2.63</td></tr></table>",6,3,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte/sse_extraction.json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte,table_candidate_5,,12,4,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte/sse_extraction.json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired,table_1,Table 1 Independent resistive components analyzed using an equivalent circuit.,4,4,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired/sse_extraction.json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired,table_2,Table 2 Resistances after 100 cycles for LZO coated and non-treated (bare) NCA and the ratio in comparison with the initial values (given in Table 1).,2,7,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired/sse_extraction.json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired,table_candidate_1,Fig. 4. XRD patterns for the bare and the LZO coated NCA with different amounts of coating. The right figure shows an extended scale within 15-45° for the 1.5 mol% LZO coated NCA (region (A) in the left side figure).,5,2,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired/sse_extraction.json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired,table_candidate_2,Table 2,7,13,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired/sse_extraction.json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired,table_candidate_3,Table 2,2,3,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired/sse_extraction.json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired,table_candidate_4,"<table><tr><td rowspan=""2""></td><td colspan=""3"">Bare NCA</td><td colspan=""3"">0.5 mol% LZO</td></tr><tr><td> R_b </td><td> R_ct1 </td><td> R_ct2 </td><td> R_b </td><td> R_ct1 </td><td> R_ct2 </td></tr><tr><td> R_x at 100 cycles/Ω</td><td>71.5</td><td>321</td><td>1419</td><td>82.5</td><td>125</td><td>232</td></tr><tr><td>Ratio (100th/init.)</td><td>1.03</td><td>3.06</td><td>5.74</td><td>1.04</td><td>2.98</td><td>2.63</td></tr></table>",6,3,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired/sse_extraction.json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired,table_candidate_5,,12,4,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired/sse_extraction.json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired,table_candidate_6,,4,3,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired/sse_extraction.json
004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4,table_1,"R-factors, lattice parameters and the final structure parameters determined for \gamma-Li_3PS_4 at 297 K.",6,7,Crystal structure and phase transitions of the lithium ionic conductor Li_3PS_4,,2010,,信息提取结果/004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4/sse_extraction.json
004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4,table_2,Atomic distances and bond angles for \gamma -Li _3 PS _4 at 297 K.,0,,Crystal structure and phase transitions of the lithium ionic conductor Li_3PS_4,,2010,,信息提取结果/004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4/sse_extraction.json
004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4,table_3,"R-factors, lattice parameters and the final structure parameters determined for \beta-Li_3PS_4 at 637 K.",0,,Crystal structure and phase transitions of the lithium ionic conductor Li_3PS_4,,2010,,信息提取结果/004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4/sse_extraction.json
004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4,table_candidate_1,,15,3,Crystal structure and phase transitions of the lithium ionic conductor Li_3PS_4,,2010,,信息提取结果/004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4/sse_extraction.json
004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4,table_candidate_2,"The structure was solved in the space group Pmn2_1 in direct space using the FOX program [14]. A PS_4 tetrahedron with an expected P-S bond length of 2.0 Å in the asymmetric unit was set as the building block in the starting configuration. These tetrahedrons are found to exist in isolation from each other, and the arrangement of the tetrahedron in the unit cell was as follows. The PS_4 tetrahedron form only T^+ (or T^- ) arrangements, where T^+ and T^- indicate that the apex of the tetrahedron...",6,2,Crystal structure and phase transitions of the lithium ionic conductor Li_3PS_4,,2010,,信息提取结果/004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4/sse_extraction.json
004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4,table_candidate_3,"The structure was solved in the space group Pmn2_1 in direct space using the FOX program [14]. A PS_4 tetrahedron with an expected P-S bond length of 2.0 Å in the asymmetric unit was set as the building block in the starting configuration. These tetrahedrons are found to exist in isolation from each other, and the arrangement of the tetrahedron in the unit cell was as follows. The PS_4 tetrahedron form only T^+ (or T^- ) arrangements, where T^+ and T^- indicate that the apex of the tetrahedron...",11,2,Crystal structure and phase transitions of the lithium ionic conductor Li_3PS_4,,2010,,信息提取结果/004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4/sse_extraction.json
004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4,table_candidate_4,"c = 6.1236(2)\mathringA , with space group Pnma (62) at 637K . The structure parameters obtained by the final refinement are summarized in Table 3. The atomic distances and angles are summarized in Table 4. The Rietveld refinement pattern is indicated in Fig. 6. The structures of the \beta -phase between 637 and 724K were solved using the same structure model as that at 637K . These results are summarized in the supplemental data. Fig. 7 shows the structure of \beta-Li_3PS_4 . This structure is...",10,2,Crystal structure and phase transitions of the lithium ionic conductor Li_3PS_4,,2010,,信息提取结果/004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4/sse_extraction.json
004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4,table_candidate_5,"The structure differences of the \gamma, \beta and \alpha -phases can be explained based on the arrangements of the PS_4 tetrahedron. Fig. 9 shows the PS_4 tetrahedral arrangements of Li_3PS_4 modifications of the \gamma and \beta -phases along with the structure of the \alpha -phase [12], and the materials of other well-known poly-anion systems. Table 5 summarizes crystal systems and cell parameters of \gamma- , \beta- , and \alpha -phases of other lithium conducting materials.. The \gamma -ph...",6,2,Crystal structure and phase transitions of the lithium ionic conductor Li_3PS_4,,2010,,信息提取结果/004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4/sse_extraction.json
004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4,table_candidate_6,,11,3,Crystal structure and phase transitions of the lithium ionic conductor Li_3PS_4,,2010,,信息提取结果/004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4/sse_extraction.json
004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4,table_candidate_7,,12,4,Crystal structure and phase transitions of the lithium ionic conductor Li_3PS_4,,2010,,信息提取结果/004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4/sse_extraction.json
005-Characterization_of_the_interface_between_LiCoO2_and_Li7La3Zr2O12_in_an_all-solid-state_rechargeable_lithium_battery,table_1,,4,2,Characterization of the interface between LiCoO_2 and Li_7La_3Zr_2O_12 in an all-solid-state rechargeable lithium battery,,2010,,信息提取结果/005-Characterization_of_the_interface_between_LiCoO2_and_Li7La3Zr2O12_in_an_all-solid-state_rechargeable_lithium_battery/sse_extraction.json
005-Characterization_of_the_interface_between_LiCoO2_and_Li7La3Zr2O12_in_an_all-solid-state_rechargeable_lithium_battery,table_2,,5,2,Characterization of the interface between LiCoO_2 and Li_7La_3Zr_2O_12 in an all-solid-state rechargeable lithium battery,,2010,,信息提取结果/005-Characterization_of_the_interface_between_LiCoO2_and_Li7La3Zr2O12_in_an_all-solid-state_rechargeable_lithium_battery/sse_extraction.json
005-Characterization_of_the_interface_between_LiCoO2_and_Li7La3Zr2O12_in_an_all-solid-state_rechargeable_lithium_battery,table_3,"Fig. 3. (a) Cross-sectional TEM image of an LLZ/LiCoO _2 thin film interface and (b) the EDS line profile obtained from the region indicated by the red arrow in the direction A-B. The broken red lines indicate the reaction layer at the LLZ/LiCoO _2 interface. Points i, ii and iii indicate locations used for NBD analysis. (For interpretation of the references to color in this figure caption, the reader is referred to the web version of the article.)",4,3,Characterization of the interface between LiCoO_2 and Li_7La_3Zr_2O_12 in an all-solid-state rechargeable lithium battery,,2010,,信息提取结果/005-Characterization_of_the_interface_between_LiCoO2_and_Li7La3Zr2O12_in_an_all-solid-state_rechargeable_lithium_battery/sse_extraction.json
006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing,table_candidate_1,,1,2,All-solid-state lithium ion battery using garnet-type oxide and Li3BO3 solid electrolytes fabricated by screen-printing,,2013,,信息提取结果/006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing/sse_extraction.json
006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing,table_candidate_2,,4,2,All-solid-state lithium ion battery using garnet-type oxide and Li3BO3 solid electrolytes fabricated by screen-printing,,2013,,信息提取结果/006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing/sse_extraction.json
006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing,table_candidate_3,Fig. 4. Charge-discharge curves for the all-solid-state lithium ion battery. The horizontal axis shows the capacity normalized according to the weight of the LiCoO_2 cathode. The numbers in the figure indicate the cycle number.,3,2,All-solid-state lithium ion battery using garnet-type oxide and Li3BO3 solid electrolytes fabricated by screen-printing,,2013,,信息提取结果/006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing/sse_extraction.json
006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing,table_candidate_4,,2,3,All-solid-state lithium ion battery using garnet-type oxide and Li3BO3 solid electrolytes fabricated by screen-printing,,2013,,信息提取结果/006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing/sse_extraction.json
006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing,table_candidate_5,,3,2,All-solid-state lithium ion battery using garnet-type oxide and Li3BO3 solid electrolytes fabricated by screen-printing,,2013,,信息提取结果/006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing/sse_extraction.json
007-Electrochemical_performance_of_an_all-solid-state_lithium_ion_battery_with_garnet-type_oxide_electrolyte,table_candidate_1,,4,3,Electrochemical performance of an all-solid-state lithium ion battery with garnet-type oxide electrolyte,,2011,,信息提取结果/007-Electrochemical_performance_of_an_all-solid-state_lithium_ion_battery_with_garnet-type_oxide_electrolyte/sse_extraction.json
007-Electrochemical_performance_of_an_all-solid-state_lithium_ion_battery_with_garnet-type_oxide_electrolyte,table_candidate_2,,3,3,Electrochemical performance of an all-solid-state lithium ion battery with garnet-type oxide electrolyte,,2011,,信息提取结果/007-Electrochemical_performance_of_an_all-solid-state_lithium_ion_battery_with_garnet-type_oxide_electrolyte/sse_extraction.json
